@id,amenity,building,name,phone,website,wheelchair,building:levels,email,opening_hours:signed,roof:shape,smoking,toilets:wheelchair,wheelchair:description,addr:city,addr:country,addr:housenumber,addr:postcode,addr:street,addr:suburb,contact:facebook,contact:instagram,contact:phone,contact:twitter,contact:website,opening_hours,roof:colour,roof:levels,alt_name,building:colour,building:material,check_date,check_date:opening_hours,image,start_date,year_of_construction,contact:mobile,operator,previously,contact:email,contact:fax,drink:club-mate,leisure,live_music,operator:type,owner,wikidata,wikimedia_commons,layer,source,seamark:hulk:category,seamark:type,addr:housename,addr:place,building:part,contact:ra,culture,name:etymology:wikidata,name:etymology:wikipedia,open_air,wikipedia,addr:floor,bar,level,payment:cash,payment:credit_cards,payment:debit_cards,payment:mastercard,payment:visa,ref:vatin,toilets,nohousenumber,club,brewery,official_name,source_ref:url,old_contact:facebook,old_contact:ra,old_name:2015--2024-01-22,old_operator,old_wikidata,wifi,longitude,latitude,check_date:smoking,old_name,check_date:currency:XBT,currency:XBT,loc_name,name:en,opening_hours:description,outdoor_seating,payment:lightning,payment:lightning_contactless,payment:onchain,note,kinky,access,entrance,brothel:swingerclub,description,fax,min_age,mobile,facebook,instagram,lgbtq,short_name,internet_access,url,music_genre,name:ja,payment:free,cruising,lgbtq:cruising,lgbtq:men,opening_hours:office,unused:amenity,contact:whatsapp,alt_name_1,mapillary,air_conditioning,contact:qype,contact:yelp,identity,provides,fixme,name:es,delivery,takeaway,payment:cards,karaoke,disused:amenity,disused:name,charge:conditional,fee,nudism
node/918183904,nightclub,,Club R8,,http://www.clubr8.com/,limited,,,,,no,,,Berlin,DE,8,10117,Rosmarinstraße,Mitte,,,+49 30 544 69663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3899473,52.5161783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/959344243,nightclub,,SchwuZ,,,yes,,,,,isolated,yes,,Berlin,DE,26,12053,Rollbergstraße,Neukölln,,,+49 30 5770 227-0,,http://www.schwuz.de,,,,,,,2025-07-03,,https://www.schwuz.de/wp-content/uploads/2022/03/2013-gruendung-schwuz-verwaltungs-gmbh-berlin.jpg,,,,SchwuZ Kulturveranstaltungs GmbH,,pr@schwuz.de,+49 30 5770 227-10,,,,,,Q834245,Category:SchwuZ,,,,,,,,,,,,,de:SchwuZ,,,,yes,yes,yes,yes,yes,,,,,,,,,,,,,,13.4337837,52.4794629,,,,,,,,,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/959625062,nightclub,,Havanna,,,yes,,,,,,,,Berlin,,30,10827,Hauptstraße,,,,+49 30 78899655,,https://www.havanna-berlin.de/,We 20:00+; Fr-Sa 22:00+,,,Havanna Club,,,,,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3534485,52.4852704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/975700421,nightclub,,Huxleys Neue Welt,,,yes,,,,,,yes,,Berlin,DE,107-113,10967,Hasenheide,Neukölln,,,+49 30 78099810,,https://huxleysneuewelt.com/,"""Je nach Veranstaltung""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4217418,52.4864896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/979969868,nightclub,,Ritter Butzke,,,yes,,,,,no,yes,"WC war gerade kaputt, ansonsten im EG alles ok erreichbar",Berlin,DE,26,10969,Ritterstraße,Kreuzberg,https://facebook.com/ritterbutzkeberlin/events,https://www.instagram.com/ritterbutzke.berlin,,,https://club.ritterbutzke.com,"""siehe Website""",,,,,,2025-08-26,2025-08-21,https://www.theclubmap.com/wp-content/uploads/2021/09/ritter-butzke-club-berlin-7.jpg,2009-10,,,Ritter Butzke Production GmbH,,info@ritter-butzke.de,+49 30 213007811,,,,,,Q21036533,,,,,,,,,https://ra.co/clubs/6950,,,,,de:Ritter Butzke,,,,yes,yes,yes,,,,,,,,,,,,,,,,13.4081361,52.5030121,2025-07-01,,,,,,,,,,,,,,,,,,,,,,,Butzke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/988192687,nightclub,,Silverwings,,https://silverwings.de/,no,,,,,,,Befindet sich im 1. Stock. Achtung: Ignoriert das Nichtraucherschutzgesetz.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.390553,52.4835867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1144034120,nightclub,,AM to PM,,,no,,Cloudamtopm@gmail.com,,,no,no,,Berlin,DE,2,10178,Am Zwirngraben,Mitte,amtopmberlin,,+49 30 24085301,,,zurzeit geschlossen,,,,,,2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4034635,52.5229379,2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,wlan,https://am-to-pm.metro.bar/,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1145853246,nightclub,,Hafenbar,,https://www.hafenbar-berlin.de/,no,,,,,,,,Berlin,DE,11,10178,Karl-Liebknecht-Straße,Mitte,,,+49302828593,,,Fr-Sa 21:00-05:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4075481,52.5217615,,,,,,,,,,,,,,,,,,,,,,,,,,,schlager,ハーフェンバー,,,,,,,,,,,,,,,,,,,,,,,,,
node/1162812586,nightclub,,Weekend Club,,,limited,,,,,no,,,Berlin,DE,7,10178,Alexanderstraße,Mitte,,,+49 30 24631676,,http://www.week-end-berlin.de/,"Fr,Tu 22:00-06:00, Sa 19:00-06:00",,,,,,2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4164231,52.5229029,2025-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,ウィークエンド・クラブ,,,,,,,,,,,,,,,,,,,,,,,,,
node/1165008486,nightclub,,Soda Club,,https://www.soda-berlin.de/,limited,,,,,,,,Berlin,DE,97,10435,Knaackstraße,Prenzlauer Berg,,,,,,"Th,So 19:00-02:00; Fr-Sa 22:00-06:00",,,,,,2023-11-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,yes,yes,yes,,,,,,,,,,,,,,,,13.4142448,52.5395232,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,
node/1228317932,nightclub,,Tabu,,,limited,,,,,,,,Berlin,DE,90,10627,Bismarckstraße,Charlottenburg,,,+49 172 3858879,,https://www.tabuclub.de/,,,,,,,2024-03-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,13.3084909,52.5114893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1310466406,nightclub,,BRICKS Club,,https://bricks-berlin.club,yes,,,,,no,,,Berlin,,30,10117,Anton-Wilhelm-Amo-Straße,,,,,,,,,,,,,,,,,,,BRICKS Gastronomie GmbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3932376,52.5121321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1361259244,nightclub,,Die Busche,+49 30 2960800,,limited,,mail@diebusche.de,,,,yes,,Berlin,DE,18,10245,Warschauer Platz,Friedrichshain,https://www.facebook.com/diebuscheberlin,https://www.instagram.com/discothek_die_busche/,+49 30 2960800,,http://www.diebusche.de,"We 23:00-05:00,Fr 22:00-07:00,Sa 22:00-07:00",,,,,,2023-11-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.448261,52.503615,,,,,,,,,,,,,,,,,,,,,,,primary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1370001597,nightclub,,Prince Charles,,,yes,,,,,yes,,,Berlin,,85f,10969,Prinzenstraße,,,,,,https://www.princecharlesberlin.com/,,,,,,,,,https://groove.de/wp-content/uploads/2019/05/prince-charles-final.jpg,,,,,,info@princecharlesberlin.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4087274,52.5032996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1402543376,nightclub,,Puro Sky Lounge Berlin,,,,,,,,,,,Berlin,DE,9-12,10789,Tauentzienstraße,Charlottenburg,,,,,http://www.puroberlin.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,Europa-Center,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,13.3379413,52.5040556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1450635676,nightclub,,Roter Salon,,,no,,,,,,,,Berlin,DE,1,10178,Rosa-Luxemburg-Platz,Mitte,,,,,,Mo-Sa 11:00-18:00,,,,,,2024-06-10,,,,,,Volksbühne am Rosa-Luxemburg-Platz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4116224,52.5271131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1667559178,nightclub,,Bi Nuu,,http://www.bi-nuu.de/,yes,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,music_venue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4414613,52.5007558,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1820069776,nightclub,,b-flat,,,no,,,,,no,,,Berlin,DE,40,10178,Dircksenstraße,Mitte,,,+49 30 2833123,,http://b-flat-berlin.de/,Mo-Su 20:00-01:00,,,,,,,,,,,,,,mail@b-flat-berlin.de,,,,yes,,,,,,,,,,,,,,,,,,,,-1,yes,no,no,,,,,,,,,,,,,,,,13.4069893,52.5235538,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1882869375,nightclub,,Connection,,,limited,,,,,,,,Berlin,DE,33,10777,Fuggerstraße,Schöneberg,,,+49 30 2181432,,http://www.connection-berlin.de,"Mo-Th 10:00-01:00, Fr-Sa 10:00-05:00, Su 14:00-01:00",,,,,,,,,,,,"Michael Sonntag, Michael Klatt",,info@connection-berlin.de,+49 30 2177686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3424928,52.4990172,,,,,,,,,,,,,,,,,,,,,,,primary,,,,,,,yes,yes,only,,,,,,,,,,,,,,,,,,,,,
node/1897123562,nightclub,,FluxBau,+4917643562611,https://www.fluxfm.de/fluxbau/,no,,fluxbau@fluxfm.de,,,,no,,,,5,,Pfuelstraße,,fluxbau,FluxBau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4411582,52.5029678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1934211315,nightclub,,Vagabund Club,,https://www.vagabund-berlin.com/,limited,,,no,,,,,Berlin,DE,77,10623,Knesebeckstraße,Charlottenburg,,,,,,00:00+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3224146,52.504062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1941952571,nightclub,,Bulbul Berlin,,https://www.bulbulberlin.de/,,,,,,,,,Berlin,DE,114,10999,Skalitzer Straße,Kreuzberg,https://www.facebook.com/BulbulBerlin/,,+49 30 53091711,,,,,,,,,,,,,,,,,mail@bulbulberlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4242521,52.4993312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/1954332576,nightclub,,Slaughterhouse,,https://www.slaughterhouse-berlin.de/,limited,,info@slaughterhouse-berlin.de,,,,yes,,Berlin,DE,35,10557,Lehrter Straße,Moabit,,,+49 30 3975056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3597082,52.5344022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2126202628,nightclub,,Orchidea,,,no,,,no,,,,eine Rollstuhlrampe wird auf Anfrage ausgelegt,Berlin,DE,74,13347,Reinickendorfer Straße,Wedding,,,+49 157 79 13 79 14,,,,,,,,,,2023-11-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3672515,52.551145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2147941967,nightclub,,Privatclub,+49 30 35522598,,yes,,info@privatclub-berlin.de,no,,,yes,"Es gibt zwar eine rollstuhlgerechte Toilette, aber auch Treppen am Eingang. Man kann wohl hinten rum über einen Lastenaufzug...",Berlin,DE,85-86,10997,Skalitzer Straße,Kreuzberg,https://www.facebook.com/privatclub,https://www.instagram.com/privatclub_berlin/,,,http://www.privatclub-berlin.de,,,,,,,,,,,,,Milchmädchen Musikkultur GmbH,,,,,music_venue,,,,Q105762300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4348491,52.5000715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mo-Fr 11:00-16:00,,,,,,,,,,,,,,,,,,,,
node/2147953685,nightclub,,Metrom Lounge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4474984,52.5029659,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2188253833,nightclub,,The Door,,https://thedoor.club/,limited,,,,,,,,Berlin,,25,10719,Joachimsthaler Straße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3311044,52.5008789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nightclub,,,,,,,,,,,,,,,,,,,
node/2347398754,nightclub,,Maxxim Club,+49 30 41766240,https://www.maxxim-berlin.de/,no,,kontakt@maxxim-berlin.de,,,,,,Berlin,DE,15,10719,Joachimsthaler Straße,Charlottenburg,,,,,,22:30+; Tu 19:00+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3308361,52.5019061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0176 32289595,,,,,,,,,,,,,,,,,,
node/2381034158,nightclub,,Reset,,,no,,,,,,no,,,,,,,,,,,,,"""abhängig von Veranstaltungen""",,,,,,2025-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4351165,52.4961326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2435092394,nightclub,,Hole⁴⁴,,https://hole-berlin.de/,yes,,,,,,,,Berlin,DE,146,12051,Hermannstraße,Neukölln,,holeberlin,,,,"""zu Veranstaltungen""",,,Hole Berlin,,,,,,,,,,,,,,,yes,,,Q130601665,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,13.4333842,52.4643506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hole 44,,,,,,,,,,,,,,,,,
node/2665268971,nightclub,,Auster-Club,,,no,,,,,isolated,,,,,,,,,https://www.facebook.com/auster.berlin/,,,,,Mo-Su 12:00-18:00+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4311437,52.502437,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2876098523,nightclub,,Ohm,,http://www.ohmberlin.com/,,,,,,no,,,Berlin,DE,70,10179,Köpenicker Straße,Mitte,https://www.facebook.com/shiftberlin,https://www.instagram.com/ohmberlin/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4197888,52.5105954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/2968181705,nightclub,,Nachtclub,,,,,,,,,,,Berlin,DE,25,10243,Holzmarktstraße,Friedrichshain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4247322,52.5126865,,,,,,,,,,,,,,,main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3121055734,nightclub,,Flow Bar,,,no,,,,,no,no,,Berlin,DE,32,10117,Tucholskystraße,Mitte,,,,,,"Su,Mo,Tu off, We,Th 21:00-05:00, Fr,Sa 21:00-06:00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.393681,52.5261173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3298592393,nightclub,,Konzulát,,,,,,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3961493,52.5112236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3469247893,nightclub,,Alte Kantine,,https://alte-kantine.eu,limited,,,,,isolated,yes,,Berlin,DE,97,10435,Knaackstraße,Prenzlauer Berg,,,+49 30 44341952,,,Mo 22:00-06:00; Th 22:00-05:00; Fr 19:00-06:00; Sa 20:00-06:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4136676,52.5395329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,458394502129423,,,,,,,,,,,,,,,,
node/3610779779,nightclub,,Void,,,,,,,,,,,Berlin,DE,5,10365,Wiesenweg,Lichtenberg,,,,,http://www.void-club.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4758087,52.5075429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3777579770,nightclub,,Top Disco Berlin,+49 30 720 15 430,http://topdisco-berlin.de/home/,yes,,,,,,yes,,,,,,,,,,,,,"Fr,Sa 22:00+",,,,,,2023-07-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4833923,52.4260543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3783242657,nightclub,,M-BIA,,,,,,,,no,,,Berlin,DE,123-124,10178,Dircksenstraße,Mitte,,,,,,We 23:00-07:00; Fr-Sa 23:00-09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4092273,52.5226319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3783290025,nightclub,,ACUD,,,limited,,,,,,,,Berlin,DE,21,10119,Veteranenstraße,Mitte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4008094,52.5335177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3783296627,nightclub,,Adagio,,,yes,,,,,,,,Berlin,,1,10785,Marlene-Dietrich-Platz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3718571,52.5075016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3783307323,nightclub,,American Western Saloon,,,limited,,,,,,yes,,Berlin,,142c,13439,Wilhelmsruher Damm,Märkisches Viertel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3526876,52.5975687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3826455881,nightclub,,Pussy Cat,+49 30 2133586,http://www.pussycat-berlin.de,no,,,,,yes,,,Berlin,DE,7,10777,Kalckreuthstraße,Schöneberg,,,,,,Mo-Su 18:00-06:00,,,,,,,2024-02-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3479726,52.4987104,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/3830239588,nightclub,,Trompete,,https://trompete-berlin.de/,no,,,,,,,,Berlin,,9,10785,Lützowplatz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3534385,52.5044307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4034138645,nightclub,,SO36,,,yes,,,,,isolated,yes,Rampe am Eingang wird auf Nachfrage hingelegt;Drinnen: Rollstuh auf ein Podest heben zum Konzert schauen,Berlin,DE,190,10999,Oranienstraße,Kreuzberg,https://www.facebook.com/pages/_/171604075171,so36_club,+49 30 61401306,,https://www.so36.de,"""Je nach Programm""",,,,,,2024-09-01,,,,,,,,post@so36.de,,,,yes,,,Q561850,Category:SO36,,Solikon 2015;survey,,,SO36,,,,,,,,de:SO36,0,,0,yes,yes,yes,yes,yes,,,,,,,,,,,,,,13.4221612,52.5003909,,,,,,,,,,,,,,,,,concert collective;concert venue;events,,,,,,,,,,,,,,,,,,,,,yes,https://www.qype.com/place/3091,https://www.yelp.com/biz/so36-berlin,solidarity_economy,culture;spaces,,,,,,,,,,,
node/4118217590,nightclub,,Stella Berlin,+49 30 61740855,https://stella-berlin.de/,,,,,,,,,Berlin,,14,12347,Jahnstraße,,,,,,,Mo-Fr 09:00-21:00; Sa-Su 11:00-20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4442907,52.4613006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4172803384,nightclub,,8MM,,https://www.8mmbar.de/,,,info@8mmbar.de,,,yes,,,Berlin,DE,177 B,10119,Schönhauser Allee,Prenzlauer Berg,,,,,,Mo-Su 19:00-04:00,,,,,,2025-09-28,2025-09-28,,,,,8MM Bar Veranstaltungs GmbH,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,13.4115684,52.5312243,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/8millimeterbar/,https://www.instagram.com/8mmbar/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4217156190,nightclub,,Beate Uwe,,,yes,,,,,no,no,,Berlin,DE,31,10179,Schillingstraße,Mitte,https://www.facebook.com/beateuweberlin/events,https://www.instagram.com/beateuwe_official,,,https://beate-uwe.de,,,,,,,,,,2014-12,,,Javid und Ücel GbR,,info@beate-uwe.de,,,,,,,,,,,,,,,,https://ra.co/clubs/98993,,,,,,,,,,,,,,,,,,,,,,,,,,,13.419024,52.5174812,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4236204189,nightclub,,MiSalsa,+493034540769,https://misalsa.de,no,,info@misalsa.de,,,,,,,,5,10585,,,,,,,,Fr-Sa 22:00-05:00,,,,,,,,,,,,Humberto Castillo,,,,,,,,,,,,,,,,Richard-Wagner-Platz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.305791,52.5172277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4283150545,nightclub,,Cake Club,,,,,,,,,,,Berlin,,27,10999,Mariannenstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4204665,52.4966876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4458466133,nightclub,,KISS Lounge,,,,,,,,,,,Berlin,,12,13051,Prerower Platz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.5048839,52.564751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4574958092,nightclub,,Vitrin,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.327462,52.5046309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4784529624,nightclub,,Geheimclub (Annika von Trier),,https://annika-von-trier.com/geheimclub/,,,,,,no,,,,,144,10115,Linienstraße,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.3908678,52.5267961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4815124323,nightclub,,Else,,,no,,,,,,,,Berlin,DE,10,12435,An den Treptowers,Alt-Treptow,,,,,http://else.tv/,Tu-Sa 16:00+,,,,,,2023-05-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4625984,52.4951405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4870128450,nightclub,,Tresor Berlin,,,yes,,,,,no,yes,,Berlin,DE,70,10179,Köpenicker Straße,Mitte,http://www.facebook.com/tresorberlin,https://www.instagram.com/tresorberlin,+49 30 6953770,,https://tresorberlin.com,,,,,,,,,,2007,,,Tresor Berlin GmbH,,,,,,yes,,,Q678186,,,,,,,,,https://ra.co/clubs/5494,,,,,de:Tresor (Club),,,,,,,,,,,,,,,,,,,,,,13.419484,52.5106807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
node/4894544353,nightclub,,BlackWhite Danceclub,,,no,,,,,,,,Berlin,DE,261,12351,Johannisthaler Chaussee,Buckow,,,,,http://blackwhite-danceclub.de/,"Fr 22:00+, Sa 21:00+",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.4615989,52.4322129,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/people/BLACK-WHITE-DANCE-CLUB/100049051157624/,,,,,,,,,,,,,,,,,,,,,,"Website ist down, die Betreibergesellschaft insolvent, existiert der Club noch?",,,,,,,,,,
