city,housenumber,postcode,street,amenity,speciality,name,opening_hours,website,id,longitude,latitude,country,suburb,wheelchair,description,email,toilets_wheelchair,wheelchair_description
,90B,10559,Alt-Moabit,doctors,orthopaedics,Orthopädisches Zentrum Spreebogen,PH off; Mo-Fr 08:00-18:00,https://www.ozs-berlin.de/,4789716424,13.3437659,52.5240054,,,yes,,praxis@ozs-berlin.de,,
Berlin,34,10585,Gierkezeile,doctors,paediatrics,Dr. med. Eva Laufs,"Mo,We 10:00-12:00,15:00-18:00, Th,Fr 10:00-14:00, Tu 12:00-16:00",,4809449233,13.3036074,52.5159781,DE,Charlottenburg,no,,,,
Berlin,,13187,Wollankstraße,doctors,homeopathy,Marc Leetz,"Mo 10:00-12:00,14:00-19:00, Tu 14:00-18:00, We-Fr 08:30-13:00, Th 14:00-16:00",,4812222803,13.3983008,52.5679268,,Pankow,no,,,,
Berlin,108,13187,Wollankstraße,doctors,behavior,Dipl.-Psychologe/Psychotherapeut Wolfgang Gründler-Stang,"Tu,We 12:00-13:15; Th 07:30-08:20",,4831523440,13.3952898,52.5653478,,,,,,,
Berlin,110,13187,Wollankstraße,doctors,allergology;dermatovenereology,Dr. med. Erika Zahn,"Mo, Th 08:00-12:00, 15:00-19:00; Tu-We, Fr 08:00-12:00",,4831523441,13.395672,52.5656052,,,,,,,
Berlin,11,13187,Wollankstraße,doctors,gynaecology,Sabrina Stempin & Hossai Willis,"Mo,Tu,Th 08:00-13:00,14:00-19:00; We,Fr 08:00-13:00",https://praxisflora.de/,4831523442,13.3967378,52.5669307,,Pankow,no,,,,
Berlin,33,13187,Breite Straße,clinic,general;cardiology;gastroenterology;internal,MVZ Pankow Innere Medizin,"Mo-Fr 08:00-12:00, Mo-Th 15:00-18:00",https://www.mvz-innere-medizin.de/,4834609482,13.4062108,52.569687,,Pankow,,,,,
,127,10115,Linienstraße,doctors,infectious_diseases,Schwerpunktpraxis Mitte,,https://schwerpunktpraxis-berlin-mitte.de,4839123423,13.3896088,52.5267368,,,,,praxis@spp-mitte.de,,
Berlin,72,10967,Kottbusser Damm,doctors,general;addiction;naturopathy,Ärzte am Hermannplatz,"Mo-Fr 09:00-12:00,16:00-18:00; Sa 09:00-12:00; Su 11:00-12:00",,4839187521,13.4243846,52.4897905,DE,Neukölln,,,,,
,85,12347,Wederstraße,doctors,general;endocrinology,Nasila Nouniaz-Wirbelauer,,https://www.diab-doc.de/,4839187522,13.4359018,52.4620635,,,,,info@diab-doc.de,,
,113A,10117,Friedrichstraße,doctors,dermatology,Hautarztpraxis Dr. Hasert,,https://hasert-haut.de/,4842527022,13.3877072,52.5260802,,,,,info@hasert-haut.de,,
Berlin,10-12,12107,Körtingstraße,doctors,orthopaedics,Orthopädiezentrum Körtingstrasse,"Mo 08:00-19:00, Tu-We 08:00-18:00, Th 08:00-19:00, Fr 08:00-18:00",https://www.orthozentrum-koertingstrasse.de/,4845302927,13.3866983,52.4340255,,,yes,,,,
Berlin,14,,Finnländische Straße,doctors,infectious_diseases,Zentrum für Infektiologie Finnländische Straße,,https://zfi-berlin.de/praxis-berlin/,4847568234,13.401196,52.5534565,,,limited,,praxis@zfi-berlin.de,yes,
Berlin,,12524,Am Bruchland,doctors,general,Dr. med. Cornelia Janke,"Mo,We 08:00-14:00; Tu 13:00-18:00; Th-Fr 08:00-12:00",https://www.jankemed.de/,4890379783,13.5276471,52.4247869,,Altglienicke,,,arztpraxis@jankemed.de,,
,26,,Ehrlichstraße,doctors,,Arztpraxis HI26,,https://hi26.de/,4902790920,13.5205896,52.4805055,,,,Past: Familienpraxis,mail@hi26.de,,
Berlin,,13409,Ritterlandweg,doctors,internal;general,"Hausarzt Dr. med Beata Bylinski, Marek Bylinski","Mo 09:00-12:00, 15:00-18:00; Tu, Th 09:00-16:00; We 09:00-12:00; Fr 09:00-11:00",,4918199243,13.372045,52.5608192,,Reinickendorf,,,,,
Berlin,26,12555,Alte Kaulsdorfer Straße,doctors,pulmonology,Lungenpraxis Köpenick,"Mo,Tu,Th,Fr 07:00-12:00, Mo 14:00-18:00, Th 13:00-15:00; PH off || ""nach Verinbarung""",https://www.lungenpraxis-berlin-koepenick.de,4937558372,13.5779747,52.460004,DE,Köpenick,no,,,,
Berlin,1-2,10827,Richard-von-Weizsäcker-Platz,doctors,general;internal;gynaecology;paediatrics;surgery;allergology,Gemeinschaftspraxis Kaiser-Wilhelm-Passage,,https://www.gemeinschaftspraxis-kwp.de/,4944997007,13.3568792,52.4859662,DE,Schöneberg,yes,,,,
Berlin,,10707,Kurfürstendamm,doctors,dermatology,Dermatologie des Westens,,https://dermatologiedeswestens.com/,4949728991,13.3101055,52.5006883,,Charlottenburg,,,,,
Berlin,36,12049,Schillerpromenade,doctors,general,Praxis für Allgemeinmedizin,"Mo 08:00-11:00,14:00-17:00; Tu 09:00-12:00, 15:00-18:00; We 09:00-12:00; Th 10:00-12:00, 15:00-19:00; Fr 09:00-13:00",https://hausarzt-holzer.de/,4978163423,13.4229869,52.4766051,,,yes,,,no,Barrierefreie Hausarztpraxis im Schillerkiez
Berlin,5,12355,Waßmannsdorfer Chaussee,doctors,internal,,,https://www.mvz-berlin-rudow.de/,4990230184,13.4967198,52.4145297,,Rudow,designated,,,,
Berlin,5,12355,Waßmannsdorfer Chaussee,doctors,orthopaedics,,,https://www.mvz-berlin-rudow.de/,4990230198,13.4967758,52.4146043,,Rudow,designated,,,,
Berlin,5,12355,Waßmannsdorfer Chaussee,doctors,general,,,https://www.mvz-berlin-rudow.de/,4990230199,13.4967458,52.4145688,,Rudow,designated,,,,
Berlin,16,12355,Groß-Ziethener Chaussee,doctors,internal,MVZ Innere Medizin,"Mo,Tu,Th 07:30-14:00,15:00-18:00; We 08:00-16:00; Fr 07:30-14:00",https://www.mvz-innere-medizin-rudow.de/,4990230205,13.4945016,52.4151175,,Rudow,yes,,,,
Berlin,34,12357,Alt-Rudow,doctors,otolaryngology,HNO in Rudow,"Mo-Th 09:00-12:00,14:00-18:00; Fr 09:00-13:00",http://www.hno-in-rudow.de/,4990230211,13.492696,52.4195313,DE,Rudow,,,,,
Berlin,,10719,Kurfürstendamm,doctors,orthopaedics,Orthopädie Berlin,,https://orthopaedie-in-berlin.com/,5022332883,13.3200726,52.5014302,,Charlottenburg,,,,,
Berlin,3,13597,Galenstraße,clinic,,MVZ am Bahnhof Spandau,"Mo,Tu,Th 08:00-12:00,15:00-18:00; We,Fr 08:00-12:00",https://www.pg-spandau.de/index.html,5030326571,13.1952319,52.5358521,DE,Spandau,limited,,,,
Berlin,,13597,Galenstraße,doctors,cardiology,Dr. med. Jochen Glass,,,5030353911,13.1952184,52.5358236,,Spandau,,,,,
Berlin,,13597,Galenstraße,doctors,internal,Katja Jannicke,,,5030382721,13.1951326,52.5358325,,Spandau,,,,,
Berlin,,13597,Galenstraße,doctors,endocrinology,Dr. med. Wieland Zittwitz,,,5030382722,13.1951809,52.5358154,,Spandau,,,,,
Berlin,,13597,Galenstraße,doctors,endocrinology,Uta Dorothea Stephan,,,5030382724,13.1951809,52.5358456,,Spandau,,,,,
Berlin,,13597,Galenstraße,doctors,cardiology,Dr. med. Katja Przytarski,,,5030382725,13.1952077,52.5357991,,Spandau,,,,,
Berlin,113,12587,Bölschestraße,clinic,,Ärzte Zentrum am Markt,,,5037228530,13.6238856,52.450855,,,,,,,
Berlin,18,10715,Badensche Straße,clinic,,B18 Gesundheitszentrum,,http://www.b18-gesundheitszentrum.de/,5049915761,13.3324816,52.4862047,DE,Wilmersdorf,yes,,,,
Berlin,100,10243,Revaler Straße,doctors,orthopaedics,Bartholomäus Gabrys,,https://www.orthomed.berlin/,5050656121,13.4501795,52.5080574,,,yes,,,yes,
Berlin,38-40,12165,Schloßstraße,clinic,plastic_surgery,Privatklinik Schlossstraße - Fachklinik für Brustvergrößerung und Brustformung,,https://www.privatklinik-schlossstrasse.de/,5056974011,13.3197406,52.4565402,,Steglitz,,,info@pk-schloss.de,,
Berlin,40,12165,Schloßstraße,doctors,neurology,Praxis für Neurologie Dr. med. Schlote & Hr. Dr. Nohr,"Mo-Fr 09:00-12:00, Mo,Tu,Th 15:00-17:00",https://neuropraxis-steglitz.de/,5056974012,13.3197023,52.4565717,,,,,,,
Berlin,38-40,12165,Schloßstraße,doctors,gynaecology,"Praxis für Gynäkologie, Geburtshilfe & stationäre OP´s Dr. Peter Lichtenberg","Mo-Fr 08:00-12:00, Mo,Tu,Th 15:00-18:00, Sa 10:00-12:00",,5056974013,13.3195774,52.4565896,,Steglitz,,,peter.lichtenberg@web.de,,
Berlin,40,12165,Schloßstraße,doctors,urology,Praxis für Urologie Dr. Juhnke & Hr. Möhler,"Mo-Th 08:00-18:00; We,Fr 08:00-13:00; PH off",https://www.urologiesteglitz.de/,5056974014,13.3195695,52.4566342,,,yes,,info@urologiesteglitz.de,no,
Berlin,,12165,Schloßstraße,doctors,paediatrics,Praxis für Kinderheilkunde Dr. Brand & Dr. Weiten,"Mo-Th 09:00-12:00,15:00-18:00; We,Fr 09:00-13:00 || ""und nach Vereinbarung""; PH off",https://www.schlosspraxis.de/,5056974015,13.3194581,52.4566259,,Steglitz,,,info@schlosspraxis.de,,
Berlin,,12165,Schloßstraße,doctors,ophthalmology,Praxis für Augenheilkunde Dr. Sabine Jaeck,"Mo,Tu,Th 07:30-12:00,15:30-18:00; Fr 07:30-12:00",,5056974016,13.3194097,52.4566486,,Steglitz,yes,,dr.s.jaeck@t-online.de,,
Berlin,40,12165,Schloßstraße,doctors,otolaryngology,HNO-Praxis Dr. med. Lukas Schnitzler & Kollegen,"Mo,Tu,Th 09:00-12:00,15:00-18:00; We,Fr 09:00-12:00",http://www.berlin-hno.de/,5056974017,13.319332,52.4566705,,,,,info@berliner-hno.de,,
Berlin,,12165,Grunewaldstraße,doctors,general,Dr. Annette Berger,"Mo-Fr 09:00-13:00, Mo,Th 17:00-19:00",,5056974018,13.3194648,52.456678,,Steglitz,,,,,
Berlin,,12163,Forststraße,doctors,dental_oral_maxillo_facial_surgery,Dr. med. Nadia Rancsó,"Mo-Fr 07:00-16:00 || ""und nach Vereinbarung""; PH off",https://implantat-info.de/,5056974019,13.3093628,52.4656997,,Steglitz,limited,,mail@implantat-info.de,,
Berlin,,12165,Grunewaldstraße,doctors,general;cardiology;internal;pulmonology;traditional_chinese_medicine;acupuncture,Hausarztpraxis Berlin,"Mo-Th 09:00-13:00,15:00-18:00; Fr 09:00-16:00; PH off",https://www.hausarztpraxis-mvz-steglitz.de/,5056974020,13.3193343,52.4567206,,Steglitz,,,info@herzpraxisberlin.de,,
,27,,Neue Bahnhofstraße,doctors,endocrinology;general,Diabetologie am Ostkreuz,"Mo 10:00-19:00; Tu,Th,Fr 08:00-13:00; We 13:00-18:00",https://www.diabetologie-am-ostkreuz.de,5077036504,13.4697957,52.5059188,,,no,,,,
Berlin,29,13156,Wilhelm-Wolff-Straße,doctors,,Dr. Sonja Bülau,Mo 09:00-13:00; We 10:00-17:00; Fr 09:00-13:00; Tu 12:00-17:00,https://www.pinel-medizin.de/team-vor-ort/pankow/psychiater-psychotherapeuten/,5102220322,13.3936257,52.5800841,,,,,medzin.pankow@pinel.de,,
Berlin,,13629,Grammestraße,doctors,,Dr. Al-Saidi,,,5105686231,13.2673104,52.5374174,,Siemensstadt,no,,,,
Berlin,5,10967,Hermannplatz,doctors,general,Dr. med. Damian Johannes Zydra,"Mo-Fr 08:00-11:00, Mo,Tu,Th 14:00-16:00",,5133964243,13.4251218,52.4868985,DE,Neukölln,,,,,
Berlin,13,10437,Schliemannstraße,doctors,general;internal,Praxis am Helmi,,https://praxis-am-helmi.de/,5137692868,13.4186734,52.5424666,DE,Prenzlauer Berg,,,,,
,2,13051,Zingster Straße,doctors,dermatology,Praxis für Dermatologie Eicholtz & Börner,,https://hautarzt-in-berlin.de/,5145185021,13.504131,52.5647045,,,yes,,,no,
,1a,13051,Zingster Straße,doctors,neurology;psychiatry,Dr. med. Kathrin Görmer,,,5166229521,13.5036791,52.5637266,,,no,,,,
Berlin,3,13403,Ollenhauerstraße,doctors,orthopaedics,Mark Dukpa,"We-Fr 09:00-12:00, Mo 10:00-13:00,15:00-18:00, Th 15:00-18:00",http://www.ortho-dukpa.de,5175515866,13.3284529,52.5643297,,Reinickendorf,,,,,
Berlin,3-5,13403,Ollenhauerstraße,doctors,otolaryngology,Dr. Ulrike Kähne & Dr. Peter Winter,"Sa 09:00-13:00, Mo-Fr 08:00-13:00, Mo-Th 14:00-18:00",https://www.hno-praxis-reinickendorf.de/,5175527823,13.3284509,52.5643176,,,,,,,
Berlin,4,13403,Ollenhauerstraße,doctors,internal,Dr. Hagner,"Mo,We-Fr 08:00-12:00; Tu 08:00-12:00,15:00-18:00",http://praxis-hagner.de,5175527848,13.3284634,52.5643846,,Reinickendorf,,,,,
Berlin,4,13403,Ollenhauerstraße,doctors,ophthalmology,Wolfgang Hanuschik,"Mo,Th 09:00-12:00,15:00-18:00; Tu 09:00-14:30; We,Fr 09:00-12:00",http://augen-hanuschik.de/,5175529461,13.3284669,52.5644089,,Reinickendorf,,,,,
Berlin,3,13403,Ollenhauerstraße,doctors,urology,Urovivat,"Mo,Tu,Th 08:00-12:00,14:00-19:00; Fr 08:00-15:00",http://www.urovivat.de/,5175535186,13.3284749,52.5643209,,Reinickendorf,,,,,
Berlin,3,13403,Ollenhauerstraße,doctors,psychiatry;neurology,Dr. Joachim Schaal - Ines Neuschulz,"Mo,Fr 10:00-14:00; Tu,Th 15:00-19:00",https://www.praxis-oh3.de/,5175539921,13.3284739,52.5644266,,,,,,,
Berlin,4,13403,Ollenhauerstraße,doctors,general,Kurepkat Aalburg,"Mo 09:00-14:00,16:00-18:00; Tu 09:00-14:00; We,Fr 09:00-12:00; Th 14:00-18:00",https://www.kurepkat-aalburg.de/,5175540646,13.3284799,52.5644418,,Reinickendorf,yes,,,,
Berlin,34,14193,Hubertusallee,doctors,internal;cardiology,Dr. med. Jan Lokies,"Mo,Fr 08:00-12:00; Tu,Th 08:00-12:00,15:00-18:00; We,Sa,Su,PH off",,5176025707,13.2850228,52.4888146,DE,Grunewald,,,,,
Berlin,34,14193,Hubertusallee,doctors,internal,Dr. med. Frank Eickhoff,"Mo,Fr 08:00-12:00; Tu,Th 08:00-12:00,15:00-18:00; We,Sa,Su,PH off",,5176025708,13.2850255,52.4888808,DE,Grunewald,,,,,
Berlin,2,13187,,doctors,paediatrics,Kinderärztin Bartholomäus,"Mo,Th 08:00-16:00, Tu 12:00-18:00, We 08:00-13:00, Fr 08:00-12:00",https://www.kinderaerztin-bartholomaeus.de/,5180885687,13.4116241,52.5675058,DE,Pankow,yes,,sabine.bartholomaeus@web.de,,
Berlin,34-36,10243,Warschauer Straße,doctors,ophthalmology,Augen-Tagesklinik,"""Call for appointments""",http://www.augenklinik.md,5181354049,13.4483418,52.505235,DE,,,,,,
Berlin,18,10627,Windscheidstraße,clinic,general;urology,MVZ Windscheidstraße,"Mo 12:00-17:00; Tu, Th 08:30-17:00; We, Fr 08:00-14:00",https://www.mvz-windscheidstrasse.de/,5186166876,13.2992922,52.5056232,,,,,,,
Berlin,75,12435,Am Treptower Park,doctors,otolaryngology,"Burkhard Kunow, Facharzt für Hals-Nasen-Ohrenheilkunde, Sportmedizin, Akupunktur","""Dienstag bis Donnerstag: nach Vereinbarung""",,5198591315,13.4576494,52.4921768,,,yes,,,,
,90,10589,Kaiserin-Augusta-Allee,doctors,general;homeopathy,Praxis Dr. med. J. Nicklas,"Mo-Tu,Th 08:30-12:00,16:00-18:00; We,Fr 08:30-12:00",https://drnicklas.de/,5201598623,13.3103786,52.525559,,,,,,,
Berlin,45-47,10627,Bismarckstraße,doctors,surgery;orthopaedics,Sporthopaedicum,"Mo-Fr 09:00-12:00,14:00-17:00",http://www.sporthopaedicum.de/index.php?id=55,5204793854,13.3045375,52.511803,DE,Charlottenburg,,"Chirurgie Unfallchirurgie Orthopädie, Unfallärzte der BG (D-Ärzte) Dr: Prof.Dr. Andreas Weiler Dr. Arno Schmeling Dr. Frank Schneider Dr. Michael Wagner Priv.-Doz. Dr. Sven Scheffler Priv.-Doz. Dr. Olaf Lorbach",,,
,245,,Kaulsdorfer Straße,doctors,nephrology;general;internal,Hausarztpraxis Dr. Fleck,"Mo,We,Th 11:00-13:00 open ""offene Sprechst."",Tu 16:00-18:30 open ""offene Sprechst."",Fr 10:00-12:00 open ""offene Sprechst."",Mo,We,Th 08:00-11:00 open ""mit Termin"",Tu 13:00-16:00 open ""mit Termin"",Fr 07:30-10:00 open ""mit Termin""||""n. Vereinbarung"";PH off",https://www.hausarztpraxis-dr-fleck.de,5214057822,13.5763585,52.4635718,,,,,info@Hausarztpraxis-Dr-Fleck.de,,
Berlin,19a,10965,Hagelberger Straße,doctors,general,Stephanie Moore,,http://www.hausarzt-moore.de,5217579948,13.3819672,52.4920287,DE,Kreuzberg,limited,,,,
Berlin,,10435,Danziger Straße,clinic,,Ärztehaus Danziger Tor,,,5223291551,13.413617,52.5410308,,Prenzlauer Berg,yes,,,,
Berlin,23-27,10117,Reinhardtstraße,doctors,radiology,medneo Diagnostikzentrum Berlin-Mitte,Mo-Fr 07:00-20:30,https://www.medneo.com/de/berlin/zentrum/mrt-berlin/,5225049465,13.3833249,52.5230874,,,yes,,,,
Berlin,56,,Martin-Luther-Straße,doctors,general,Michael Honke,"Mo 09:00-12:00, 16:00-19:00; Tu, Th 09:00-12:00, 16:00-18:00; We 10:00-13:00; Fr 09:00-13:00",,5225882637,13.3447653,52.4910825,,,no,,,,
Berlin,101,10243,Marchlewskistraße,doctors,otolaryngology,Dr. med. K. Kluge,"Mo 08:00-12:00,14:00-16:00, Tu 08:00-12:00,14:00-16:00, We 13:00-18:00, Th 08:00-12:00,13:00-15:00, Fr 08:00-12:00",,5230847663,13.4487626,52.5090121,,,no,,,,
Berlin,40,10405,Winsstraße,doctors,general,Klaus Lammerschmidt & Tanja Stein,"Mo 09:00-12:00,13:00-15:00, Tu 13:00-18:00, We 09:00-12:00, Th 13:00-18:00, Fr 09:00-12:00",https://www.hausarzt-lammerschmidt.de,5255538049,13.428334,52.5373695,,Prenzlauer Berg,no,,info@hausarzt-lammerschmidt.de,,
,7,10779,Bayerischer Platz,doctors,general;internal,Matthias Scheffler,"Mo 08:00-13:00,15:00-19:00; Tu 08:00-13:00; We 08:00-13:00; Th 08:00-13:00,15:00-18:00; Fr 08:00-13:00",,5256231821,13.3392172,52.4882714,,,,,,,
Berlin,19,10827,Hauptstraße,doctors,general;internal;geriatrics,Praxis Saleheddin Abdulla,"Mo,Tu 09:00-17:00; We 09:00-13:00; Th 09:00-13:00,15:00-18:00",,5284640592,13.3564703,52.4866617,DE,Schöneberg,yes,,,,
Berlin,2,12209,Oberhofer Weg,clinic,,Ärztehaus am Kranoldplatz,,,5318240550,13.3262841,52.427323,,,,,,,
,73,,Treskowstraße,clinic,,Ärztehaus Mahlsdorf,,,5325121987,13.6121077,52.511099,,,,,,,
Berlin,20,10439,Driesener Straße,doctors,infectious_diseases;general,Zentrum für Infektiologie Driesener Straße,"Mo,Th 09:00-14:00,15:00-19:00; Tu 09:00-13:00,15:00-19:00; We 09:00-14:00; Fr 09:00-13:00",https://zfi-berlin.de/praxis-berlin/,5328144220,13.4057767,52.5525427,,,,,praxis@zfi-berlin.de,,
Berlin,,10439,Seelower Straße,doctors,general,Staudt,"Mo-Tu 07:00-12:00,14:00-20:00, We 14:00-20:00, Th-Fr 07:00-15:00",https://dr-staudt.de/ihre-haus%C3%A4rztin.html,5335385560,13.4110488,52.553045,,Prenzlauer Berg,no,,,,
Berlin,,10435,Marthashof,doctors,general,Angelika Walew,"Mo,We,Fr 09:00-13:00, Tu 14:00-19:00, Th 14:00-18:00",,5335602740,13.4058447,52.5379724,,Prenzlauer Berg,no,,,,
Berlin,39,10439,Paul-Robeson-Straße,doctors,general;internal,Catharina Benkwitz,"Mo,We,Fr 08:00-13:00; Tu,Th 12:00-18:00",,5337294215,13.4108799,52.5522443,DE,Prenzlauer Berg,,,,,
Berlin,,10439,Schivelbeiner Straße,doctors,general,Thomas Postel,"Mo,We,Th 09:00-15:00; Tu 13:00-19:00",,5337332902,13.4130104,52.5508691,,Prenzlauer Berg,,,,,
Berlin,,10439,Driesener Straße,doctors,paediatrics,Maria Wauer und Marianne Liepe,"Mo,Tu,Th 09:00-12:00,14:00-18:00, We 09:00-13:00, Fr 09:00-12:00",,5337880425,13.4060832,52.5521986,,Prenzlauer Berg,,,,,
Berlin,11,10777,Spichernstraße,clinic,surgery,OP-Zentrum Spichernstraße,,https://www.opz-berlin.de/,5337915341,13.3316596,52.4969763,DE,Wilmersdorf,,,,,
Berlin,84,10439,Schönhauser Allee,doctors,ophthalmology,Lasermed Augenlaserzentrum,Mo 08:00-15:00; Tu 08:00-16:00,https://augen-lasern.lasermed.de,5351286160,13.414429,52.5510692,,,limited,,,,
Berlin,,10437,Gleimstraße,doctors,gynaecology;pregnancy,Frauenärzte am Mauerpark,"Mo,Tu,Th 09:00-19:00; We 09:00-12:00,15:00-18:00; Sa 09:00-14:00",http://frauenaerzte-am-mauerpark.de/,5354951058,13.4101831,52.5475578,,Prenzlauer Berg,,,,,
Berlin,45,10367,Möllendorffstraße,clinic,nephrology;internal,Nierenzentrum Lichtenberg,Tu 08:00-12:00; Th 08:00-13:00,https://www.nierenzentrum-lichtenberg.berlin/,5418942204,13.4800578,52.5238219,,,yes,"Nieren-, Hochdruck- und Dialysezentrum.",dialyseotto@gmx.de,,
Berlin,23,10961,Blücherstraße,doctors,general,Dr. med. Dieter Schmidt,"Mo,We,Fr 08:00-12:00; Tu,Th 09:30-13:00,15:00-18:00",,5431162002,13.3989897,52.4942314,,,no,,,no,
Berlin,118,10437,Schönhauser Allee,clinic,,Ärzte Schönhauser,,https://aerzte-schoenhauser-berlin.de/,5451412274,13.4128467,52.5492046,DE,Prenzlauer Berg,yes,,,,
,27,,Schivelbeiner Straße,doctors,general;physiotherapy,Stefan und Klaus Hoppe,"Mo,Tu,Th 09:00-13:00,14:00-19:00, We 13:00-18:00, Fr 09:00-13:00",https://www.arztpraxis-hoppe.de/,5451560610,13.4061181,52.5510487,,,,,,,
Berlin,29,10115,Invalidenstraße,doctors,general,Dr. Thorsten Richter,"Mo,Th 08:00-13:00; Tu,We 14:00-19:00; Fr 09:00-14:00",http://www.richterthorsten.de/,5456003395,13.3846781,52.5311875,,,yes,,,,
Berlin,5,10117,Charitéstraße,doctors,general,Dr. Cordula Christoph,,,5456017323,13.378941,52.5226653,,,,,,,
Berlin,1,10117,Auguststraße,doctors,general;sports,Dr. med. Carsten Schwarz,,https://www.dr-carstenschwarz.de/,5456067140,13.3906909,52.5257115,,,limited,,,,
Berlin,23,10557,Calvinstraße,doctors,general,Dr. Schiva Maher,"Mo 09:00-12:30; Tu 09:00-12:30,15:00-17:00; We ""appointment only""; Th 09:00-12:30,15:00-18:00; Fr 09:00-12:00",http://www.dr-s-maher.de,5456095941,13.3519063,52.5218889,,,,,,,
,68,,Sonnenallee,doctors,ophthalmology,Dr. Thum,"Mo-Th 09:00-12:00, Mo,Tu,Th 15:00-18:00",,5479848021,13.4346868,52.4841019,,,,,,,
,31,,Kormoranweg,doctors,radiotherapy,,,,5479933323,13.456755,52.4375245,,,,,,,
Berlin,27,12209,Ferdinandstraße,doctors,dermatovenereology; allergology; herbalism; naturopathy,Angela Paul,Tu 09:00-13:00; We 08:00-16:00; Fr 08:00-13:00,,5493117419,13.3293034,52.4266586,,Lichterfelde,,,,,
Berlin,27,12209,Ferdinandstraße,doctors,general;acupuncture,Antje Rätzer,Tu 09:00-13:00; We 08:00-16:00; Fr 08:00-13:00,,5493117420,13.3292739,52.4267053,,Lichterfelde,,,,,
Berlin,25,10715,Durlacher Straße,doctors,gynaecology,Dr. Ralph Herzog,"Mo 08:30-14:30; Tu,Th 12:00-19:00; We 08:00-13:00; Fr 09:00-13:00",,5504502658,13.3314636,52.4803301,DE,Wilmersdorf,,,,,
Berlin,52,12489,Dörpfeldstraße,doctors,ophthalmology,Augenarzt Shahnazary,"Mo 08:30-12:30,14:30-18:00; Tu 08:30-12:00,14:30-18:00; We 08:30-13:30; Th 08:00-12:30,14:30-18:00; Fr ""nach Vereinbarung""",,5562706321,13.5496009,52.4385922,,,yes,,,,
,6,12627,Rathener Straße,doctors,,Dr. med. Wolfgang Heidler,"Mo,Th 08:00-11:00,15:00-17:00; Tu 15:00-17:00; We 08:00-11:00",https://www.dr-heidler-berlin.de,5570687427,13.6095403,52.5346572,,,,,heidler-berlin@t-online.de,,
Berlin,8,10823,Merseburger Straße,doctors,general,Peter Oblaski,"Mo,Tu,Th,Fr 09:00-13:00, Tu 16:00-18:00; We ""nur nach Vereinbarung""",https://www.arztpraxis-oblaski.de/,5571881924,13.3525605,52.488412,,,,,,,
Berlin,67,10787,Nürnberger Straße,doctors,general;internal,praevenio,"Mo-Tu,Th 08:30-18:00; We 08:30-16:00; Fr 08:30-14:00 || Mo-Th 14:00-15:00; Fr 13:00-14:00 ""Akutsprechstunde, telefonische Voranmeldung""",https://www.praevenio-berlin.de/,5578988385,13.3409675,52.504363,DE,Schöneberg,yes,,,,
,57,10245,Wühlischstraße,doctors,general,Dr. med. Julia Hake-Weiße,"Mo,Th,Fr 08:00-13:00; Tu 12:00-18:00",https://praxis-hakeweisse.de/,5590792617,13.467787,52.5069998,,,no,Fachärztin für Allgemeinmedizin,info@praxis-hakeweisse.de,,
Berlin,34,12209,Ferdinandstraße,doctors,otolaryngology,HNO Zentrum Lichterfelde,"Mo-Tu,Th 08:00-18:00; We,Fr 08:00-14:00",https://www.h-n-o.de,5614728070,13.3287609,52.4280827,,,yes,,hno-info@web.de,,
Berlin,7,10829,Gustav-Müller-Platz,doctors,internal,Dilek Şahin,"Mo-Tu,Th 08:00-12:30,15:00-17:30",,5617999845,13.362203,52.4838433,DE,,,,,,
Berlin,7,10783,Mansteinstraße,doctors,general,Till Brand,"Mo,Tu 08:30-18:00; We 08:30-12:00; Th 08:30-16:00; Fr 08:30-14:00",https://www.hausarzt-schoeneberg.berlin/,5667845071,13.366436,52.492138,,,,,,,
,52,,Behaimstraße,doctors,,Praxis Behaimstr. 52,"Tu,Th 13:00-14:00",,5682744946,13.4480931,52.5516924,,,yes,,,,
Berlin,7,10623,Hardenbergstraße,doctors,general,Hausarztpraxis Hardenbergstraße,,http://www.hausarztpraxis-hardenbergstrasse.de,5717232833,13.3237857,52.5102279,DE,Charlottenburg,yes,,,,
Berlin,24,10783,Goebenstraße,doctors,paediatrics,Praxis für Kinder- und Jugendmedizin,"Mo-Fr 09:00-12:00, Mo,Th,Fr 15:00-17:00",http://kinderärzte-schöneberg.de/,5720615545,13.3634803,52.4942642,DE,Schöneberg,,,,,
Berlin,,10115,Chausseestraße,doctors,radiology;travel_medicin;corporate_health_management,Artedoc,,,5734002053,13.3867211,52.5283903,,Mitte,no,,,,
Berlin,23,14193,Bismarckallee,doctors,,Praxis Dr. Sander,,,5743052726,13.278031,52.4889845,,,,,,,
Berlin,12,13437,Taldorfer Weg,doctors,general,Hausarztpraxis,"Mo-Fr 09:00-13:00; Sa,Su,PH off; ""Sprechstunde teilweise auch Nachmittags""",,5754169431,13.331228,52.588185,DE,Wittenau,,,,,
Berlin,224,13437,Oranienburger Straße,doctors,general,Praxis für Allgemeinmedizin,Mo-Fr 08:00-18:00,,5754169436,13.3340573,52.5888411,DE,Wittenau,,,,,
Berlin,152,10623,Kantstraße,doctors,general,Hausarztpraxis Kirsten Wojahn,,https://www.hausarztpraxis-kirstenwojahn.de/,5774001551,13.3265501,52.5053375,DE,Charlottenburg,,,,,
