addr:city,addr:housenumber,addr:postcode,addr:street,amenity,healthcare,healthcare:speciality,name,opening_hours,operator,website,osm_id,osm_type,longitude,latitude,addr:country,addr:suburb,check_date:opening_hours,contact:phone,contact:website,level,wheelchair,description,short_name,email,fax,health_facility:type,health_specialty:family_medicine,health_specialty:internal_medicine,medical_system:western,phone,toilets:wheelchair,check_date,contact:email,contact:fax,opening_hours:url,image,outdoor_seating,dispensing,office,comment,wheelchair:description,health_specialty:obstetrics,health_specialty:reproductive_medicine,source,healthcare:alternative,operator:type,internet_access,toilets,not:brand:wikidata,health_specialty:ophthalmology,min_age,operator:start_date,health_specialty:gynaecology,emergency,health_specialty:orthopaedics,opening_hours:signed,name:en,health_specialty:dermatology,health_specialty:surgery,alt_name,note,health_specialty:venereology,addr:housename,description:de,health_specialty:paediatrics,home_visit,fixme,addr:inclusion,blind:description:de,deaf:description:de,health_specialty:psychosomatic_medicine,health_specialty:psychotherapy,health_specialty:traditional_chinese_medicine,addr:place,payment:cash,payment:credit_cards,payment:debit_cards,contact:facebook,name:ru,opening_hours:reception,opening_hours:dr_weinhold,operator:wikidata,health_specialty:emergency_medicine,health_specialty:sports_medicine,payment:mastercard,payment:visa,layer,opening_hours:note,note:de,phone_1,health_specialty:diagnostic_radiology,health_specialty:dentistry,health_specialty:maxillofacial_surgery,access,name:de,contact:mobile,doctor,instagram,opening_hours:note:de,health_specialty:allergology,health_specialty:pulmonology,disease:hiv,disease:stds,start_date,blind:description,operator:wikipedia,health_specialty:gastroenterology,internet_access:fee,internet_access:ssid,addr:floor,elevator,language:en,language:es,language:fr,language:tr,wheelchair:description:de,air_conditioning,health_service:prevention,health_service:test,lgbtq:trans,health_specialty:cardiology,healthcare:speciality:de,health_specialty:paediatric_gastroenterology,beauty,opening_hours:covid19,name:ja,branch,name:signed,old_name,mobile,payment:american_express,payment:coins,payment:maestro,payment:notes,payment:telephone_cards,capacity,day_surgery,health_specialty:pain_medicine,health_specialty:andrology,health_specialty:urology,health_specialty:optometry,opening_hours:office,survey:date,counselling_type:nutrition,health_service:counselling,health_specialty:acupuncture,health_specialty:homoeopathy,health_specialty:mind_body_intervention,health_specialty:naturopathy,health_specialty:osteopathy,health_specialty:phythotherapy,insurance:health,health_specialty:adult_psychiatry,health_specialty:neurology,reservation,noname,payment:privat,contact:instagram,health_specialty:neonatology,health_specialty:ear_nose_throat,social_facility:for,wheelchair:description:en,url,language:de,language:ku,language:ru,language:ar,language:th,fixme:type,description:en,health_service:examination,smoking,building,building:levels,neighborhood,roof:shape,height,roof:levels,roof:colour,social_facility,wikidata,wikimedia_commons,deaf:description,official_name,brand,brand:wikidata,wikipedia,roof:height,heritage,heritage:operator,lda:criteria,ref:lda,heritage:website,building:colour,ele,health_specialty:anesthesiology,health_specialty:hand_surgery,health_specialty:trauma_surgery,not:operator:wikidata,work_accident,building:material,type,building:parts,contact:city,contact:country,contact:housenumber,contact:postcode,contact:street,contact:suburb
Berlin,17-19,10787,Ansbacher Straße,doctors,doctor,orthopaedics,Orthós,Mo-Th 07:30-20:00; Fr 07:30-18:00,,https://www.orthos-berlin.de/,4430430492,node,13.3429064,52.5031761,DE,Schöneberg,2025-09-15,,,,,,,,,,,,,+49 30 78099880,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,17-19,10787,Ansbacher Straße,doctors,doctor,cardiology,Kardios. Kardiologen in Berlin,"""Nach Vereinbarung""",,https://www.kardios.de/,4430430493,node,13.3429064,52.5031973,DE,Schöneberg,,,,,,,,,,,,,,+49 30 23631580,,2025-09-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,113A,10117,Friedrichstraße,doctors,doctor,oncology;haematology,"Hämatologie Onkologie Berlin-Mitte, Dr. Christian Sperling",,,https://www.onkologie-berlin-mitte.de/,4431412493,node,13.3878008,52.5260626,,,,,,,,,,,,,,,,+49 30 28041960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,32,13357,Badstraße,clinic,clinic,general;paediatrics;physiotherapy,MVZ Gesundbrunnen,Mo-Fr 08:00-18:00,MVZ Adiuvare Berlin GmbH,,4436482371,node,13.3802138,52.5529651,,,,,,,yes,,,,,,,,,+49 30 81037810,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,Ärztehaus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,ophthalmology,Âugenärztin Brigitte Pewesin,"Mo,Tu,Th,Fr 09:00-12:00; Th 16:00-18:00",,,4439380195,node,13.2870229,52.5880588,,,,,,,,,,,,,,,,+4930 4345040,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,general,Dr. med. Beate Ristow,Mo 09:30-16:00; Tu 09:30-12:30; Th 09:30-16:00; Fr 09:30-12:30,,https://www.hausarzt-dr-ristow.de/,4444771735,node,13.4787359,52.4806119,,,,,,,,,,,+49 30 53219944,,,,,+49 30 5337057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,ophthalmology,Augenarztpraxis am Plänterwald,Mo 08:30-17:00; Tu 08:30-17:00; We 09:00-14:00; Th 14:00-20:00,Dr. med. Ulrike Lemke,http://www.augenarzt-drlemke.de/,4444772219,node,13.4788473,52.4805388,,,,,,,,,,,+49 30 53212428,,,,,+49 30 5337026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,internal,Facharzt für innere Medizin Thomas Egri,"Mo-Th 08:00-12:00,15:00-18:00; We off; Fr 09:00-14:00",,,4446880409,node,13.3187028,52.5665039,,,,,,,,,,,,,,,,+4930 4122433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,gynaecology,Frauenarzt Felix Schümchen,"Mo,Tu 09:00-12:00,14:00-17:00; Th 09:00-12:00,14:00-18:00; Fr 09:00-12:00",,,4446880410,node,13.319358,52.5663366,,,,+4930 4122929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,1,13403,General-Woyna-Straße,clinic,clinic,,Gesundheitszentrum,"Mo,Tu,Th 08:00-14:00,15:00-18:00; We,Fr 08:00-14:00",,,4448386321,node,13.3149552,52.5674668,,,,,,,,,,,,,,,,+4930 4122243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,24-26,12247,Kaiser-Wilhelm-Straße,clinic,clinic,orthopaedics;surgery,copv.berlin,,,https://www.copv.berlin,4450678325,node,13.3365873,52.431273,,,,,,0,yes,,,info@copv.berlin,+4930768866329,,,,,+493076886633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,otolaryngology,HNO-Praxis,"Mo,Tu,Th 08:00-12:00,15:00-18:00; We 08:00-12:00; Fr 08:00-12:00",,,4457055990,node,13.3262693,52.4296637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HNO-Praxis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,35,12309,Groß-Ziethener Straße,doctors,doctor,general,Dr. Med. Peer Bornmann,"Mo,We 08:30-12:00, Mo,Tu,Th 15:00-18:00, Tu,Th,Fr 08:30-14:00",,https://www.praxis-bornmann.de/,4485201591,node,13.4104766,52.3944137,DE,Lichtenrade,,,,,,,,,,,,,,+49 30 7412346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,35,12309,Groß-Ziethener Straße,doctors,doctor,paediatrics,Andreas Groß,"Mo,We 09:00-12:00, Mo,Tu,Th 15:00-18:00, Tu,Th,Fr 09:00-14:00",,,4485201592,node,13.4102727,52.3943893,DE,Lichtenrade,,,,,,,,,,,,,,+49 30 72324666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,35,12309,Groß-Ziethener Straße,doctors,doctor,otolaryngology,Dr. med. H. und A. Fazel,"Mo,We 08:30-12:00, Mo,Tu,Th 15:00-18:00, Tu,Th,Fr 08:30-14:00",,http://www.hno-fazel.de,4485202190,node,13.4103822,52.3944026,DE,Lichtenrade,,,,,,,,,,,,,,+49 30 7458017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,100,,Frankfurter Allee,doctors,doctor,,AID Friedrichshain,Mo-Fr 09:00-13:00; Sa 10:00-12:00; PH off,Notdienst Berlin e.V.,https://drogennotdienst.de/angebote/substitution-psychosoziale-betreuung/aid-friedrichshain/,4513645689,node,13.4729599,52.5136926,,,2023-07-11,,,,yes,Substitution und Psychosoziale Betreuung (PSB),,friedrichshain@notdienstberlin.de,+49 30 20053333,,,,,+49 30 233240620,,,,,,,,,,,,,,,,,,,,,,,,,,,AID Friedrichshain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AID Friedrichshain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,paediatrics,Praxis für Kinder- und Jugendmedizin,"Mo,Tu,Th 08:30-11:00,14:00-17:00; We 08:30-12:00; Fr 08:30-13:00",Dr. med. Siri Roßberg & Rossella D`Agostino,,4552427089,node,13.4292134,52.5021657,,,,+49 30 6122080,https://www.praxis-muskauer.de/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,3,13347,Fennstraße,clinic,clinic,,Medio Berlin Ärztehaus Mitte,"""verschiedene Öffnungszeiten je Praxis""",Medio Berlin Ärztehaus,http://www.medio.berlin/,4553683090,node,13.3688768,52.5415844,,,2024-12-07,,,,yes,,,,,,,,,,,2024-12-07,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,13507,,doctors,doctor,otolaryngology,HNO Praxis am Tegeler Hafen,,,http://m.hnopraxis-berlin.de,4555674789,node,13.2809364,52.5906718,,,,,,,,,,hnopraxistegel@freenet.de,,,,,,+49 30 434 90 846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,23,13357,Badstraße,doctors,doctor,general,Taner Denli,"Mo,Tu 08:30-17:00; We 08:30-13:00; Th 10:00-16:00; Fr 10:00-13:00",,,4580200590,node,13.3824038,52.5521575,DE,,,,,,no,,,,,,,,,,,2023-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,53,12247,Kaiser-Wilhelm-Straße,doctors,doctor,internal,Praxis Dr. med. Joachim Mercks,,,,4580669498,node,13.3417655,52.4337585,,,,,,,,,,,,,,,,+49 30 7726087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,8,10317,Geusenstraße,doctors,doctor,homeopathy,Barbara Teigelkamp,"""Termine nach telefonischer Vereinbarung""",,,4595174279,node,13.4795316,52.5036091,DE,Rummelsburg,,+49 30 30346346,,,no,klassische Homöopathie,,,,,,,,,,2023-08-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+49 178 1373781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,17,12305,Bahnhofstraße,doctors,doctor,,"Dr. Heinrich, Andreas","Mo,Tu,Th,Fr 09:00-12:00, Tu,Th 16:00-18:00",,,4601139750,node,13.4025679,52.3868906,,,2025-04-27,,,,no,,,,,,,,,+49 30 7445053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,60,12524,Grünauer Straße,doctors,doctor,paediatrics,Dr. Ramona Grygas,"Mo-We,Fr 09:00-12:00, Mo,Th 15:00-18:00, Tu 15:00-18:00 open ""nach Vereinbarung"", Th 09:00-12:00 open ""Vorsorge""; PH off",,https://www.kinderaerzte-im-netz.de/aerzte/grygas/startseite.html,4608665240,node,13.5424461,52.4194353,DE,Altglienicke,,,,,limited,,,,+49-30-67068537,,,,,+49-30-6731375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,42,14163,Argentinische Allee,doctors,doctor,rheumatology,Dr. Sörensen Praxis für Rheumatologie,,,,4622036690,node,13.2400811,52.4451029,,Zehlendorf,,,,,yes,,,,,,,,,+49 30 88669842,yes,,,,,,,,,,Über Lieferanteneingang des Krankenhauses Waldfriede Haus G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,12207,,doctors,doctor,homeopathy,Dr. med. Gertrud Stifel,"""nach Vereinbarung""",,,4643129389,node,13.3271344,52.4352359,,,,+49 30 77190413,https://www.stifel-berlin.de/,,,,,praxis@stifel-berlin.de,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,1,10555,Bochumer Straße,doctors,doctor,paediatrics,Kinderarztpraxis Berlin - Dr. med. Boris Griebenow & Refka El-Rasatmi,"Mo-Tu,Th 08:00-17:00; We 08:00-14:00; Fr 08:00-12:00",Dr. med. Boris Griebenow; Refka El-Rasatmi,https://www.kinderaerzte-im-netz.de/aerzte/berlin/bochumerstrasse/startseite.html,4686722631,node,13.3375691,52.5250215,,,2024-05-29,,,,yes,,,,,,,,,+49303933006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pediatrics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,gynaecology,Zentrum für Pränataldiagnostik,,,,4724173877,node,13.3201621,52.5013845,,,,,,2,yes,,,,,,,,,,,2024-07-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,25,10119,Zionskirchstraße,doctors,doctor,psychiatry;psychotherapy;neurology,Dr. med. Nadja Kassim,"""by appointment""",,,4733874602,node,13.4037766,52.5353133,,,,,,,,,,,,,,,,+49 30 4542671,,2025-07-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,37,10435,Schwedter Straße,doctors,doctor,internal,Dr. Carsten Beck,,,,4733989049,node,13.4058863,52.5378724,DE,Prenzlauer Berg,,+49 30 4481111,http://www.hausarzt-beck.de/,,limited,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,2,12309,Groß-Ziethener Straße,doctors,doctor,general,H. Stuckstedde,,,,4762111856,node,13.4077026,52.3935753,,,,,,,,,,,,,,,,+49 30 686 33 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,1A,12043,Erkstraße,doctors,doctor,otolaryngology,HNO Neukölln,"Mo,Tu,Th 09:00-12:00,15:00-18:00; We,Fr 09:00-12:00",Dr. med. Alexander Zowodny,,4775249777,node,13.435737,52.4808341,DE,,,+49 30 6874004,https://www.hno-neukoelln.de/,,no,,,,,,,,,,,2021-04-11,praxis@hno-neukoelln.de,+49 30 6860048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,87,12045,Sonnenallee,doctors,doctor,otolaryngology,HNO Praxis Sonnenallee,,,https://hno-sonnenallee.de/,4775283259,node,13.4378372,52.483038,DE,Neukölln,,,,,,,,hnoberlin@yahoo.de,+4930 6246373,,,,,+4930 6234468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,16,13465,Zeltinger Platz,doctors,doctor,internal,Olaf Peters Facharzt für Innere Medizin und Pneumologie,"Mo,Tu 08:00-12:00,15:00-18:00, Th 10:00-14:00,17:00-20:00",,,4779836166,node,13.291976,52.6333975,DE,,2024-04-07,+4930 465 70 05,http://www.praxis-olaf-peters.de/,,no,,,,,,,,,,,,,+4930 45 08 44 03,,http://www.praxis-olaf-peters.de/tl_files/images/logo_sites.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,6,10969,Puttkamerstraße,doctors,doctor,general,Dr. Dieter Immler und Kollegen,"Mo-Tu,Th 08:00-18:00; We 08:00-12:00; Fr 08:00-13:00 || ""Privatsprechstunden nach Vereinbarung""",,,4783227156,node,13.3901158,52.5043039,DE,Kreuzberg,,+49 30 212366966,https://www.dr-immler.de/,,,,,,,office,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,90B,10559,Alt-Moabit,doctors,doctor,orthopaedics,Orthopädisches Zentrum Spreebogen,PH off; Mo-Fr 08:00-18:00,,https://www.ozs-berlin.de/,4789716424,node,13.3437659,52.5240054,,,2024-08-25,,,,yes,,OZS,praxis@ozs-berlin.de,,,,,,+49 30 3997740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Berlin,34,10585,Gierkezeile,doctors,doctor,paediatrics,Dr. med. Eva Laufs,"Mo,We 10:00-12:00,15:00-18:00, Th,Fr 10:00-14:00, Tu 12:00-16:00",,,4809449233,node,13.3036074,52.5159781,DE,Charlottenburg,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,doctors,doctor,homeopathy,Marc Leetz,"Mo 10:00-12:00,14:00-19:00, Tu 14:00-18:00, We-Fr 08:30-13:00, Th 14:00-16:00",,,4812222803,node,13.3983008,52.5679268,,,2024-09-15,,,,no,,,,,,,,,+49 (0)30 4855408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
